Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
PKS 0235+164,00030880049,55197.96,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.49 ± 0.55,19.77 ± 0.51,19.56 ± 0.86,18.97 ± 0.28,19.57 ± 0.23,19.19 ± 0.28,(2.81 ± 1.42) × 10⁻¹³,(0.47 ± 0.22) × 10⁻¹²,(0.38 ± 0.3) × 10⁻¹²,(0.43 ± 0.11) × 10⁻¹²,(2.77 ± 0.59) × 10⁻¹³,(0.43 ± 0.11) × 10⁻¹²
PKS 0235+164,00030880050,55204.98,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.26 ± 0.41,19.85 ± 0.5,19.75 ± 0.99,20.2 ± 0.67,20.18 ± 0.34,19.54 ± 0.35,(0.35 ± 0.13) × 10⁻¹²,(0.44 ± 0.2) × 10⁻¹²,(0.32 ± 0.29) × 10⁻¹²,(1.39 ± 0.86) × 10⁻¹³,(1.59 ± 0.5) × 10⁻¹³,(3.1 ± 1.0) × 10⁻¹³
PKS 0235+164,00030880051,55211.54,39.66221,16.61647,2 38 38.9304,16 36 59.292,18.92 ± 0.36,19.54 ± 0.44,18.15 ± 0.27,19.54 ± 0.42,20.02 ± 0.31,19.61 ± 0.36,(0.47 ± 0.16) × 10⁻¹²,(0.59 ± 0.24) × 10⁻¹²,(1.4 ± 0.35) × 10⁻¹²,(2.57 ± 1.0) × 10⁻¹³,(1.84 ± 0.52) × 10⁻¹³,(2.92 ± 0.96) × 10⁻¹³
PKS 0235+164,00030880052,55218.04,39.66221,16.61647,2 38 38.9304,16 36 59.292,20.15 ± 1.08,21.59 ± 2.81,18.65 ± 0.41,20.33 ± 0.83,20.15 ± 0.33,19.32 ± 0.28,(1.53 ± 1.52) × 10⁻¹³,(0.88 ± 2.28) × 10⁻¹³,(0.89 ± 0.33) × 10⁻¹²,(1.24 ± 0.95) × 10⁻¹³,(1.63 ± 0.49) × 10⁻¹³,(0.38 ± 0.1) × 10⁻¹²
PKS 0235+164,00030880053,55226.14,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.46 ± 0.51,20.01 ± 0.64,19.93 ± 1.38,21.34 ± 1.94,20.83 ± 0.61,19.59 ± 0.34,(2.89 ± 1.37) × 10⁻¹³,(0.38 ± 0.22) × 10⁻¹²,(2.73 ± 3.48) × 10⁻¹³,(0.49 ± 0.87) × 10⁻¹³,(0.87 ± 0.49) × 10⁻¹³,(2.97 ± 0.93) × 10⁻¹³
PKS 0235+164,00030880054,55413.29,39.66221,16.61647,2 38 38.9304,16 36 59.292,18.97 ± 0.37,20.9 ± 1.52,19.09 ± 0.83,19.3 ± 0.34,20.53 ± 0.54,20.12 ± 0.65,(0.45 ± 0.16) × 10⁻¹²,(1.67 ± 2.33) × 10⁻¹³,(0.59 ± 0.45) × 10⁻¹²,(0.32 ± 0.1) × 10⁻¹²,(1.15 ± 0.58) × 10⁻¹³,(1.82 ± 1.1) × 10⁻¹³
PKS 0235+164,00030880055,55474.06,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.62 ± 0.51,20.01 ± 0.53,20.47 ± 1.89,19.55 ± 0.37,20.12 ± 0.35,19.44 ± 0.36,(2.49 ± 1.16) × 10⁻¹³,(0.38 ± 0.19) × 10⁻¹²,(1.65 ± 2.88) × 10⁻¹³,(2.54 ± 0.86) × 10⁻¹³,(1.67 ± 0.54) × 10⁻¹³,(0.34 ± 0.11) × 10⁻¹²
PKS 0235+164,00030880056,55481.44,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.58 ± 0.42,19.75 ± 0.37,-,19.54 ± 0.3,20.93 ± 1.05,-,(2.57 ± 1.0) × 10⁻¹³,(0.48 ± 0.16) × 10⁻¹²,-,(2.57 ± 0.72) × 10⁻¹³,(0.79 ± 0.77) × 10⁻¹³,-
PKS 0235+164,00030880057,55488.55,39.66221,16.61647,2 38 38.9304,16 36 59.292,20.33 ± 0.86,19.71 ± 0.39,19.39 ± 0.69,19.52 ± 0.33,20.3 ± 0.33,19.29 ± 0.32,(1.3 ± 1.03) × 10⁻¹³,(0.5 ± 0.18) × 10⁻¹²,(0.45 ± 0.28) × 10⁻¹²,(2.61 ± 0.79) × 10⁻¹³,(1.42 ± 0.44) × 10⁻¹³,(0.39 ± 0.12) × 10⁻¹²
PKS 0235+164,00030880058,55495.97,39.66221,16.61647,2 38 38.9304,16 36 59.292,21.79 ± 3.53,19.37 ± 0.32,20.1 ± 1.42,19.63 ± 0.39,20.33 ± 0.38,20.07 ± 0.47,(0.34 ± 1.09) × 10⁻¹³,(0.68 ± 0.2) × 10⁻¹²,(2.32 ± 3.04) × 10⁻¹³,(2.36 ± 0.84) × 10⁻¹³,(1.38 ± 0.48) × 10⁻¹³,(1.91 ± 0.83) × 10⁻¹³
